56d985c92960b98ad76a48b10a062b0cd86795bf,1734,22245,27881,600,19036,6478,18556,5468,31406,21696,26813,31710,13298,32328,21375,16237,21065,11244,7086,20083,320,18288,7863,4982,28577,822,6270,16952,22387,23497,9175,19340,7036,6268,29654,24178,8082,4840,26079,24219,10699,2257,2960,18976,31332,16850,27206,3881,35410,13875,23785,31290,3811,5090,20520,22465,32252,28841,9582,2658,16229,3055,33100,31428,17093,11949,10133,8141,20942,16200,23714,21720,6016,11074,6635,5211,29144,9032,14139,4392,31754,28820,17830,24534,7452,3589,5871,20239,13380,32617,10348,34144,19089,4549,5466,25238,32618,6020,22838,5912
991411f0dca94f348c7bd3eae93b6e6c061605f1,21357,25282,4836,34139,19560,16023,20026,15821,17174,4181,25815,27523,7104,24728,23199,10718,20232,13345,18057,7212,4059,6063,14257,30846,15768,29792,23023,16623,34751,16869,33513,28745,16308,4368,3356,33484,9888,20416,14396,24155,27444,27465,27464,27445,27463,27446,27462,27461,27447,27455,27456,27459,27458,27448,27449,27450,27451,27452,27457,27453,27466,27460,27454,0,27468,27488,27489,27490,27491,27492,27493,27494,27495,27496,27497,27498,27499,27500,27501,27502,27487,27467,27486,27484,27469,27470,27471,27472,27473,27474,27475,27443,27477,27478,27479,27480,27481,27482,27483,27485
323fbb28144eefa3eabfa22bd310dfb0713de80d,22574,22224,2754,28745,4774,2541,34282,16042,21697,5416,25568,3284,24584,17718,22307,7878,10817,24107,25015,34976,551,21989,35601,24178,7538,34315,29915,4982,15181,35681,2111,13070,21696,32872,34615,25616,4815,32608,24567,30088,19004,7136,8734,11765,28168,15745,1269,179,2271,26728,20943,28412,25541,15532,23106,21203,10469,18737,17615,3292,8533,17145,25610,14682,1928,15048,21068,23864,27180,10745,2257,8834,34646,22438,902,25619,29361,12495,34961,19215,24905,10749,12171,20865,10450,5374,28354,20224,12440,5410,25775,5782,7022,16081,20255,26534,22243,34382,22832,13965
55c750f0951ca1021b26c0e758660bb8a2c49d3a,2257,28745,1180,4742,22551,34387,30837,28327,26064,32482,26679,14425,6387,15992,34676,35490,24647,2422,18920,23636,7963,21072,1330,2271,19074,22465,9737,8313,35526,7878,23616,28527,29510,25137,3803,6270,19542,25568,33619,24178,34606,32673,26326,21203,17568,21816,31504,23576,27334,12063,23356,20432,179,20946,17620,4549,31774,11320,11348,20874,30841,16200,9677,4982,1766,23608,22498,12011,31157,12740,32944,21856,22636,2720,29915,13479,6810,30831,20026,19089,32138,26109,29517,16837,7002,17082,31136,12927,4867,28323,21377,10622,22644,19134,34531,1395,17388,33043,6026,9648
b458e3d697276a93aa6926caf1ff08e875933940,2257,29510,8313,28745,1330,6270,1766,20026,11368,22551,13090,4811,28327,7963,30837,28225,28985,29141,26776,4982,20432,33304,35526,17620,14099,16200,2271,25646,18604,28753,26915,10555,22306,1018,22465,30970,34839,30885,27884,3425,24648,15504,9004,17596,12730,14535,18873,30069,22498,33200,12740,30880,17007,22871,2030,11441,27848,35048,16837,28705,30742,24169,9648,31972,7878,16233,11715,30475,33460,32856,19542,21867,23100,28206,33518,24450,19074,24797,12228,13480,2229,20322,27452,16243,30980,20462,35523,27925,27873,28190,2499,11902,24647,9294,23644,15336,19089,3952,743,26394
249f748126e2babdf392ce3f0a1d5c280be87495,3799,32313,18595,18930,2271,11695,4244,29795,17699,16312,29339,17992,13278,31525,30450,28745,12655,20666,22766,5532,2150,22997,31946,15046,1519,33183,8313,7936,29266,24423,20748,26310,29932,25927,33510,10289,13070,3412,25929,32725,29744,5830,16200,2527,35321,33474,29770,6006,30995,34236,18350,8926,29141,15068,35463,19085,35490,4879,35117,10252,12095,18832,23485,28335,32512,6568,7201,19325,7922,13537,30195,12405,22894,7728,3310,2596,8136,22745,29217,20432,29717,26826,8233,25116,14481,30700,23608,7540,24562,163,22998,10099,25963,19720,11361,19453,22904,30611,1971,11971
7999bb64aef0b29eb065ab9ced27135637eb87bb,17048,8938,10022,26141,1180,1814,28076,27546,20475,16970,8093,32667,9257,25311,24133,27859,11348,8522,21623,9310,30416,8313,19521,31126,17204,5760,34567,29215,8024,26183,26571,3506,31907,1251,7297,27187,15029,8334,3344,15185,22551,28404,26694,30424,17365,23018,21970,31967,18411,31531,6098,24480,27091,26290,32615,32261,2661,21456,32817,16894,4811,27884,13573,29141,4982,24395,26079,4813,18968,19888,34604,13879,29186,30903,2033,34447,4686,19364,11269,28745,31136,9436,10230,17110,2219,8353,10152,2566,12915,30349,4247,7759,24180,2288,584,11403,4230,21382,29437,17251
617b8f66031cabfe5926a99ec0bab69634f7a15f,19408,21121,30617,29141,27205,18986,173,12882,2774,6078,17116,27588,12598,15610,25182,20432,14562,18216,17891,13297,22269,6016,11379,12180,21065,19144,23451,30097,5846,26469,16200,6170,28312,26613,35079,9790,26821,19128,22564,16050,24904,25282,5145,16344,5699,9909,12769,22555,16834,11664,26200,31451,1458,9652,27049,16525,22912,29792,11274,6888,9831,7288,18078,16334,4469,28588,17464,31003,10161,16758,21203,7538,28327,5195,13498,9648,30473,35526,27938,22387,4456,21161,31372,24194,31728,4332,11995,6172,27873,32320,29790,5073,3325,10773,29094,17759,19363,12008,29115,9733
c39fbe158c5cde44c1d1ce4a5031d736e73b2e63,29510,8313,20026,1330,6270,28745,22551,11368,28985,17942,1766,28327,4811,28225,30837,4982,7963,13090,27884,23780,29141,22306,20432,26776,33304,35526,17620,24450,14099,16233,2271,28753,25646,26915,3425,6933,14535,22498,27848,24648,15504,7878,30742,2229,2720,1018,16837,12730,12740,17596,10555,14406,30970,30069,19089,35048,28627,17388,33200,17007,28206,25568,24647,24178,28705,31136,30880,11715,32482,31972,3564,22465,20462,22644,35104,34839,18873,29956,30885,21867,15179,15610,19542,25962,15156,28323,16525,13480,33518,33043,20322,33460,11441,28190,30980,27925,34590,35523,27873,5068
ba5cfc5304e58e3e04047740b60f92ffbea2e394,2257,26679,29510,8313,28745,13090,20026,11368,22551,3812,28985,1766,1330,7963,27884,5728,33304,16200,27897,2271,29141,6270,28327,28753,18604,34839,30885,35526,4811,9004,8933,22498,9648,10555,16837,22871,15610,18040,2030,1018,26915,29517,18873,22465,4943,12536,3419,28225,28323,21807,27452,12228,11959,11715,17445,19074,7878,26776,22306,23644,27925,30837,2499,23100,30970,9294,32856,30475,31588,19803,32526,24567,27873,26518,27849,26926,2229,14831,30473,17037,11441,20432,19470,13956,12740,19422,16686,20016,25493,21817,16233,3564,9824,25568,11237,32184,15070,32575,33232,30198
