date,value
2005-05-23 00:00:00,13.658021849446918
2005-05-23 01:00:00,14.350901576576767
2005-05-23 02:00:00,16.15250865230785
2005-05-23 03:00:00,15.676978283978624
2005-05-23 04:00:00,14.9948393139362
2005-05-23 05:00:00,14.50606281350855
2005-05-23 06:00:00,14.818885671915915
2005-05-23 07:00:00,13.66689692466769
2005-05-23 08:00:00,13.34110001502269
2005-05-23 09:00:00,13.626998564163308
2005-05-23 10:00:00,13.565246806609185
2005-05-23 11:00:00,13.523051743922842
2005-05-23 12:00:00,13.294847576433071
2005-05-23 13:00:00,12.613276262708439
2005-05-23 14:00:00,12.530361072418703
2005-05-23 15:00:00,12.707000479568627
2005-05-23 16:00:00,12.422877169777916
2005-05-23 17:00:00,12.416061657924704
2005-05-23 18:00:00,12.543911600211597
2005-05-23 19:00:00,12.563230977557847
2005-05-23 20:00:00,12.556076559914096
2005-05-23 21:00:00,12.668556257473004
2005-05-23 22:00:00,12.733744676030291
2005-05-23 23:00:00,12.8384037956959
2005-05-24 00:00:00,13.687870652276079
2005-05-24 01:00:00,15.574319706479855
2005-05-24 02:00:00,16.115034280565645
2005-05-24 03:00:00,14.646428250084103
2005-05-24 04:00:00,14.905883534836484
2005-05-24 05:00:00,15.166197038402554
2005-05-24 06:00:00,15.625664465786716
2005-05-24 07:00:00,14.815359462770942
2005-05-24 08:00:00,14.111316907126039
2005-05-24 09:00:00,14.380225478193601
2005-05-24 10:00:00,14.198220511476606
2005-05-24 11:00:00,14.318389946329013
2005-05-24 12:00:00,14.379051312461506
2005-05-24 13:00:00,13.574615732379364
2005-05-24 14:00:00,13.358319251363206
2005-05-24 15:00:00,13.43902174454104
2005-05-24 16:00:00,13.303859996446153
2005-05-24 17:00:00,13.1156196903084
2005-05-24 18:00:00,13.337627605814951
2005-05-24 19:00:00,13.421004912550941
2005-05-24 20:00:00,13.441956412379348
2005-05-24 21:00:00,13.563658094190242
2005-05-24 22:00:00,13.662371443501133
2005-05-24 23:00:00,13.748296332165523
2005-05-25 00:00:00,13.843080519540337
2005-05-25 01:00:00,15.575819600320887
2005-05-25 02:00:00,16.91696741041053
2005-05-25 03:00:00,15.806527169355718
2005-05-25 04:00:00,15.93580040464743
2005-05-25 05:00:00,15.192490674379904
2005-05-25 06:00:00,15.328499902015519
2005-05-25 07:00:00,15.539568911603443
2005-05-25 08:00:00,14.558230322095682
2005-05-25 09:00:00,13.735115947504362
2005-05-25 10:00:00,14.252826317035876
2005-05-25 11:00:00,14.137131890459685
2005-05-25 12:00:00,14.054038220906008
2005-05-25 13:00:00,13.10298329916041
2005-05-25 14:00:00,14.431125298536415
2005-05-25 15:00:00,13.64178627742449
2005-05-25 16:00:00,13.601903377841307
2005-05-25 17:00:00,13.607769975368399
2005-05-25 18:00:00,13.723728193866187
2005-05-25 19:00:00,13.813886426130441
2005-05-25 20:00:00,13.813819039378238
2005-05-25 21:00:00,14.109881126359092
2005-05-25 22:00:00,14.053757757942613
2005-05-25 23:00:00,14.013891852047024
2005-05-26 00:00:00,14.56726841877477
2005-05-26 01:00:00,16.799652970583928
2005-05-26 02:00:00,17.579525973606803
2005-05-26 03:00:00,17.61123288877633
2005-05-26 04:00:00,16.520381767520426
2005-05-26 05:00:00,15.531303713740634
2005-05-26 06:00:00,15.793864871764526
2005-05-26 07:00:00,15.610692679681886
2005-05-26 08:00:00,14.083937438009198
2005-05-26 09:00:00,13.561022830947856
2005-05-26 10:00:00,14.085594768293006
2005-05-26 11:00:00,14.44844856360464
2005-05-26 12:00:00,14.455066608048597
2005-05-26 13:00:00,14.121159461429095
2005-05-26 14:00:00,14.322090693832404
2005-05-26 15:00:00,14.538086947228322
2005-05-26 16:00:00,14.45611338641882
2005-05-26 17:00:00,14.363753608367507
2005-05-26 18:00:00,14.628942066160693
2005-05-26 19:00:00,14.56918642846832
2005-05-26 20:00:00,14.50220646796166
2005-05-26 21:00:00,14.60699376481417
2005-05-26 22:00:00,14.683186772347817
2005-05-26 23:00:00,14.746456593781204
2005-05-27 00:00:00,15.079126108630614
2005-05-27 01:00:00,17.605450883093145
2005-05-27 02:00:00,18.52074150598149
2005-05-27 03:00:00,16.129959239951983
2005-05-27 04:00:00,16.035765377059374
2005-05-27 05:00:00,16.032902502919722
2005-05-27 06:00:00,16.021780313463104
2005-05-27 07:00:00,16.077657678724368
2005-05-27 08:00:00,14.293013151814044
2005-05-27 09:00:00,12.693516199623069
2005-05-27 10:00:00,13.605091600617484
2005-05-27 11:00:00,14.231794336234344
2005-05-27 12:00:00,14.344023369146697
2005-05-27 13:00:00,13.891637751382707
2005-05-27 14:00:00,14.101843925345879
2005-05-27 15:00:00,14.240413211750873
2005-05-27 16:00:00,14.139253292872937
2005-05-27 17:00:00,14.102060913952933
2005-05-27 18:00:00,14.488607552315283
