date,value
2005-05-23 00:00:00,152.53296247808748
2005-05-23 01:00:00,161.735786177216
2005-05-23 02:00:00,171.68316157218598
2005-05-23 03:00:00,182.11584375545905
2005-05-23 04:00:00,161.17480202423474
2005-05-23 05:00:00,151.63916423307822
2005-05-23 06:00:00,154.84629056572177
2005-05-23 07:00:00,152.27331670142667
2005-05-23 08:00:00,148.59341449018427
2005-05-23 09:00:00,143.5386389684235
2005-05-23 10:00:00,144.0580360287208
2005-05-23 11:00:00,151.18186708178123
2005-05-23 12:00:00,147.36607493529166
2005-05-23 13:00:00,147.56550908689994
2005-05-23 14:00:00,144.91242416270046
2005-05-23 15:00:00,147.31259990663852
2005-05-23 16:00:00,147.28058830977145
2005-05-23 17:00:00,145.42503316389485
2005-05-23 18:00:00,144.08233391869857
2005-05-23 19:00:00,143.8283221678692
2005-05-23 20:00:00,145.19435275670168
2005-05-23 21:00:00,144.02094476866264
2005-05-23 22:00:00,144.00488504451195
2005-05-23 23:00:00,144.07957540642897
2005-05-24 00:00:00,146.7172028136197
2005-05-24 01:00:00,156.69740746795335
2005-05-24 02:00:00,165.5378572709043
2005-05-24 03:00:00,182.93875863138217
2005-05-24 04:00:00,160.55983901027824
2005-05-24 05:00:00,157.52230445584271
2005-05-24 06:00:00,155.8625657141127
2005-05-24 07:00:00,152.14311622556724
2005-05-24 08:00:00,151.0867753875498
2005-05-24 09:00:00,143.7896225076946
2005-05-24 10:00:00,148.1008122264405
2005-05-24 11:00:00,146.1962868575279
2005-05-24 12:00:00,145.57285156403336
2005-05-24 13:00:00,145.4436690791329
2005-05-24 14:00:00,141.48114285215328
2005-05-24 15:00:00,141.01293178821493
2005-05-24 16:00:00,140.79352056355154
2005-05-24 17:00:00,139.09138938548887
2005-05-24 18:00:00,138.1260518361123
2005-05-24 19:00:00,137.65276250612206
2005-05-24 20:00:00,138.9778069650133
2005-05-24 21:00:00,138.46440860069742
2005-05-24 22:00:00,138.46632523346491
2005-05-24 23:00:00,140.1760118540704
2005-05-25 00:00:00,143.10729898390065
2005-05-25 01:00:00,152.15842670831046
2005-05-25 02:00:00,158.7052374617146
2005-05-25 03:00:00,171.3391672741973
2005-05-25 04:00:00,149.42601330983825
2005-05-25 05:00:00,140.79172029373314
2005-05-25 06:00:00,138.24029980612835
2005-05-25 07:00:00,137.4888590076193
2005-05-25 08:00:00,138.30450229385463
2005-05-25 09:00:00,129.79896246071527
2005-05-25 10:00:00,134.93199735454564
2005-05-25 11:00:00,137.856484300452
2005-05-25 12:00:00,135.58107114486185
2005-05-25 13:00:00,136.5566061389659
2005-05-25 14:00:00,132.9751794951242
2005-05-25 15:00:00,132.85392226451805
2005-05-25 16:00:00,132.83808310936467
2005-05-25 17:00:00,131.79270632895685
2005-05-25 18:00:00,131.10809123892807
2005-05-25 19:00:00,130.76733533190682
2005-05-25 20:00:00,131.56120784964264
2005-05-25 21:00:00,130.6152825718015
2005-05-25 22:00:00,130.63591296143193
2005-05-25 23:00:00,144.0798257361955
2005-05-26 00:00:00,145.5936423260927
2005-05-26 01:00:00,156.50910635535848
2005-05-26 02:00:00,163.69295720463876
2005-05-26 03:00:00,173.72829634596923
2005-05-26 04:00:00,154.31311586314115
2005-05-26 05:00:00,151.72580170989153
2005-05-26 06:00:00,149.7046728404734
2005-05-26 07:00:00,148.35415786171185
2005-05-26 08:00:00,146.9258725753411
2005-05-26 09:00:00,138.15307922295804
2005-05-26 10:00:00,141.7330206767208
2005-05-26 11:00:00,141.90014081627476
2005-05-26 12:00:00,141.81791665153202
2005-05-26 13:00:00,143.10027030930425
2005-05-26 14:00:00,138.24389758932185
2005-05-26 15:00:00,139.3273649918219
2005-05-26 16:00:00,139.12907280889345
2005-05-26 17:00:00,139.095218831022
2005-05-26 18:00:00,138.6959764107722
2005-05-26 19:00:00,139.45241321963533
2005-05-26 20:00:00,140.85409926324715
2005-05-26 21:00:00,140.15531395363686
2005-05-26 22:00:00,141.1135657117056
2005-05-26 23:00:00,155.74391743066977
2005-05-27 00:00:00,158.27205576206535
2005-05-27 01:00:00,161.88045841752842
2005-05-27 02:00:00,173.68351108678945
2005-05-27 03:00:00,180.58974834428454
2005-05-27 04:00:00,155.72439269517488
2005-05-27 05:00:00,156.98057650223075
2005-05-27 06:00:00,152.85527582460296
2005-05-27 07:00:00,150.62204818274336
2005-05-27 08:00:00,151.02299014648898
2005-05-27 09:00:00,150.90231899782327
2005-05-27 10:00:00,152.90098913047117
2005-05-27 11:00:00,156.24184441781676
2005-05-27 12:00:00,152.47286459859438
2005-05-27 13:00:00,151.21428989331815
2005-05-27 14:00:00,146.0251042378732
2005-05-27 15:00:00,147.4792725458548
2005-05-27 16:00:00,147.1131835119886
2005-05-27 17:00:00,146.32364036004657
2005-05-27 18:00:00,145.5569948168264
2005-05-27 19:00:00,144.90326109627526
2005-05-27 20:00:00,145.45224533975392
2005-05-27 21:00:00,145.5778432442349
2005-05-27 22:00:00,145.68496458587373
2005-05-27 23:00:00,148.89341236531718
2005-05-28 00:00:00,152.8811791789069
2005-05-28 01:00:00,155.30089499500207
2005-05-28 02:00:00,158.39936753533445
2005-05-28 03:00:00,162.8311639320956
2005-05-28 04:00:00,146.2004608342358
2005-05-28 05:00:00,142.6667468697307
2005-05-28 06:00:00,143.2562944146205
2005-05-28 07:00:00,142.63586707818718
2005-05-28 08:00:00,142.78526841886458
2005-05-28 09:00:00,144.82580659883686
2005-05-28 10:00:00,149.39395800134065
2005-05-28 11:00:00,150.4043895101905
2005-05-28 12:00:00,150.54742944930905
2005-05-28 13:00:00,144.3979651332071
2005-05-28 14:00:00,144.71117949858422
2005-05-28 15:00:00,144.47768749275767
2005-05-28 16:00:00,144.3456171864419
2005-05-28 17:00:00,142.4011980539695
2005-05-28 18:00:00,142.6263160233226
2005-05-28 19:00:00,141.9285528597442
2005-05-28 20:00:00,142.25225462634486
2005-05-28 21:00:00,142.2605782034928
2005-05-28 22:00:00,143.3871082204004
2005-05-28 23:00:00,143.51745461515426
2005-05-29 00:00:00,146.19817991927337
2005-05-29 01:00:00,152.6346138244044
2005-05-29 02:00:00,154.27829433547228
2005-05-29 03:00:00,155.96023816726228
2005-05-29 04:00:00,143.47643668230046
2005-05-29 05:00:00,136.7800659131778
2005-05-29 06:00:00,137.65769627626548
2005-05-29 07:00:00,140.36643328632246
2005-05-29 08:00:00,140.89439914128923
2005-05-29 09:00:00,132.58346304722335
2005-05-29 10:00:00,140.22470762281316
2005-05-29 11:00:00,143.35754402448217
2005-05-29 12:00:00,141.0586637626369
2005-05-29 13:00:00,139.81840137691702
2005-05-29 14:00:00,137.63107781850132
2005-05-29 15:00:00,136.33285514114152
2005-05-29 16:00:00,135.26059276863953
2005-05-29 17:00:00,135.2814669718245
2005-05-29 18:00:00,136.2430931263408
2005-05-29 19:00:00,135.94196478453364
2005-05-29 20:00:00,136.69563812372078
2005-05-29 21:00:00,137.0855894501659
2005-05-29 22:00:00,137.56742912305356
2005-05-29 23:00:00,142.16092615393944
